scenario_id,voltage_reference_set,requested_reference_bus_count,applied_reference_bus_count,skipped_pq_reference_bus_count,skipped_pq_reference_bus_ids,sweep_direction,start_mode,perturbation_id,boundary_q_mode,reference_weight,solver,opf_success,termination_class,hard_attempt_success,hard_termination_class,restoration_invoked,hard_solver_status,hard_iterations,hard_solver_note,final_solver_status,final_iterations,max_ac_balance_component_residual_mw_or_mvar,max_complex_power_mismatch_mva,dual_residual,complementarity_residual,kkt_residual,solver_metric_note,objective,weighted_restoration_cost,qmin_slack_mvar,qmax_slack_mvar,vmin_slack_pu,vmax_slack_pu,branch_slack_mva,unweighted_mixed_unit_slack_total,max_q_slack_mvar,max_v_slack_pu,max_branch_slack_mva,q_slack_element_count,v_slack_element_count,branch_slack_element_count,raw_vg_deviation_total_pu,raw_vg_deviation_max_pu,original_voltage_violation_total_pu,original_voltage_violation_max_pu,min_voltage_pu,max_voltage_pu,total_absolute_p_redispatch_mw,max_single_p_redispatch_mw,external_q_absolute_mvar,external_q_deviation_from_prior_mvar,interface_objective,max_abs_interface_residual_mw,solver_note,unmodeled_controls
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.8,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,27,,0,27,0.000985573603307088,0.00098786813455894,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,2.07452668246731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39786136950598,0.04,0,0,0.9,1.1,490.203067339611,94.8225849944711,2293.66184449467,2484.23028292976,0.0322169497873346,431.88426773659,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.825,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,37,OPF failed,0,46,5.36762598812857e-06,5.36762598813033e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,33177.0836485762,33169.6572835064,0,0,0,0.00331696572835064,0,0.00331696572835064,0,0.00331696572835064,0,0,1,0,0.337945516212597,0.03499632361996,0,0,0.900000969082411,1.09999912150211,856.713277829176,212.705909652086,2254.94658480831,2481.2788809365,0.0775082533095673,466.785540335941,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.85,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,43,OPF failed,0,63,5.36753113067334e-06,5.36753113067375e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,88012.7142798719,88002.6537599117,0,0,0,0.00880026537599117,0,0.00880026537599117,0,0.00880026537599117,0,0,1,0,0.261921172117244,0.0300000003527292,0,0,0.900004199616295,1.09999996832086,957.411916645387,212.705909652086,2982.03758801261,3018.80464700718,0.125504881576596,571.476712653714,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.875,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,116,OPF failed,0,30,6.00159300034875e-06,6.00159300035014e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,157513.971122343,156742.610016225,0,6.46311365605957,0,0.0150279496360165,0,6.47814160569558,6.46311365605957,0.014284157621667,0,1,2,0,0.273344270150589,0.0299440018715671,3.71039865498801e-09,9.94980542401436e-10,0.90000000015787,1.10000000099498,10697.2454881604,1710.0865673893,2183.11453090168,2413.77085220313,13.9684793910265,5424.24157525842,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.9,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,53,OPF failed,0,25,6.00204472789301e-06,6.00204472789381e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,290045.114445476,289273.414150556,0,17.8658477497335,0,0.0271407566400822,0,17.8929885063736,17.8658477497335,0.0197686361421609,0,1,2,0,0.225556861629723,0.0322965135420608,3.71102770735376e-09,9.94975657420127e-10,0.90000000016162,1.10000000099498,10714.1129074274,1710.0865673893,2310.08530910149,2540.74163040293,13.9786464643131,5427.91659683526,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.925,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,40,OPF failed,0,32,6.00246794490999e-06,6.00246794491021e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,422708.377441816,421936.725700252,0,29.3750107833246,0,0.0392561714916927,0,29.4142669548162,29.3750107833246,0.0252536946987221,0,1,2,0,0.18315299379444,0.034649605248622,3.73009378940026e-09,9.9498209671367e-10,0.900000000175016,1.10000000099498,10727.7499399155,1710.0865673893,2439.01527594822,2669.67159724966,13.9758168198037,5429.6231655651,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.95,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,48,OPF failed,0,29,6.00522844784734e-06,6.00522844784738e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,568096.79884586,567314.496844395,12.2223823013824,40.9858715471713,0,0.0514106242995842,0,53.2596644728534,40.9858715471713,0.0307393271357316,0,2,2,0,0.143447148422409,0.0370032708356318,3.81569131846504e-09,9.94853088798209e-10,0.960085090986707,1.10000000099485,10811.6273350619,1710.0865673893,2039.28682929173,2266.76698124951,14.3092696239565,5468.42623428667,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,0.975,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,2,60,OPF failed,0,38,6.0148846792174e-06,6.01488467922026e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,730457.382335023,729638.004223546,23.9656625369897,85.4000026908157,0.00508781964892088,0.0569394142506532,0,109.427692461705,63.4094073299039,0.036225527379399,0,3,3,0,0.1081633056527,0.0393575042292991,5.58383450588451e-09,9.97634197474895e-10,0.956403105205935,1.10000000099763,11051.0876925565,1710.0865673893,2055.06561049661,2279.78343863993,15.1922714231388,5574.91394827557,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,present_limited_q,1,IPOPT,1,restored_nonzero_slack,0,solver_nonconvergence,1,-1,250,OPF failed,0,34,5.92605640115096e-06,5.92605640115431e-06,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,940336.18586517,939617.446349541,35.2089875820202,135.204399794416,0.0156989411708363,0.0612214647264742,0,170.490307782333,87.9731277458416,0.0417122894207549,0,3,4,0,0.0769204590115254,0.0417122994204608,7.32623628429963e-09,9.97741889108283e-10,0.952721175,1.10000000099774,10489.2379853062,1710.0865673893,1985.41216602103,2234.01538983274,12.8458653515478,5247.08647719993,,tap and shunt controls not modeled because defensible ranges are absent
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,20,20,0,,increasing,warm,0,fixed_scenario_q,0.8,IPOPT,1,hard_feasible_zero_slack,1,hard_success,0,0,32,,0,32,0.00098858822701331,0.000990878843016332,NaN,NaN,NaN,AC balance fields report the maximum P/Q component residual and maximum complex-power mismatch. Full IPOPT dual/complementarity/KKT residuals are not exposed by the installed MATPOWER wrapper.,2.22660532241673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471992331569031,0.04,0,0,0.966334080080981,1.1,564.53375939647,94.8225850180235,302.311951921376,0.000751630695941863,0.0337325178810782,440.580593414115,,tap and shunt controls not modeled because defensible ranges are absent
