branch_row,device_key,from_bus,to_bus,online,rate_a_mva,from_mva,to_mva,from_overload_mva,to_overload_mva,angle_deg,angle_min_deg,angle_max_deg,angle_below_min_deg,angle_above_max_deg,violated,invalid_limit_bounds,stored_terminal_flow_error_mva,stored_terminal_flow_inconsistent
1,NPCC_S7:BRANCH_ROW:33,37,38,1,2500,110.117542859533,109.070763492604,0,0,-0.836154646565274,-360,360,0,0,0,0,1.56487661493558e-12,0
2,NPCC_S7:BRANCH_ROW:34,37,39,1,3388,983.209803943264,976.912004657811,0,0,3.4766976768096,-360,360,0,0,0,0,2.27817331817184e-13,0
3,NPCC_S7:BRANCH_ROW:35,37,40,1,2500,84.672578772989,89.1826209886043,0,0,-0.653265333904217,-360,360,0,0,0,0,1.58882185807825e-14,0
4,NPCC_S7:BRANCH_ROW:36,37,43,0,3745.98196383403,0,0,0,0,-6.43920137802542,-360,360,0,0,0,0,0,0
5,NPCC_S7:BRANCH_ROW:37,38,69,1,1216,398.680364118803,407.324820802727,0,0,-9.33803180216327,-360,360,0,0,0,0,8.10018718766514e-13,0
6,NPCC_S7:BRANCH_ROW:38,39,73,1,2500,664.441973572058,659.849903807454,0,0,5.85011271562549,-360,360,0,0,0,0,2.28729655345033e-13,0
7,NPCC_S7:BRANCH_ROW:39,39,73,1,2500,664.441973572058,659.849903807454,0,0,5.85011271562549,-360,360,0,0,0,0,2.28729655345033e-13,0
8,NPCC_S7:BRANCH_ROW:40,40,44,0,1328.76341358641,0,0,0,0,-5.90507180366434,-360,360,0,0,0,0,0,0
9,NPCC_S7:BRANCH_ROW:41,41,42,1,2500,222.61875312593,223.797939886107,0,0,-1.02592498931325,-360,360,0,0,0,0,3.5527136788005e-15,0
10,NPCC_S7:BRANCH_ROW:42,41,45,1,314.254622579561,33.4144150269221,36.7340666460478,0,0,-4.10884968457637,-360,360,0,0,0,0,1.11022302462516e-16,0
11,NPCC_S7:BRANCH_ROW:43,43,44,1,2500,123.826153166729,122.452524912607,0,0,-0.119135759543134,-360,360,0,0,0,0,1.57208684233624e-12,0
