scenario_id,external_region,model_bus,allocation_weight,p_injection_mw,q_injection_mvar,landing_assumption,q_assumption
V3_2025_JUL15_EVENING,HQ,48,1,152.620465185576,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,ONTARIO,54,1,-161.365665275198,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,ISONE,37,0.4,-139.443105122131,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,ISONE,73,0.6,-209.164657683197,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,PJM,66,0.35,207.086936686183,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,PJM,67,0.15,88.7515442940786,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,PJM,75,0.25,147.919240490131,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,PJM,81,0.25,147.919240490131,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - HQ_CEDARS,48,1,0,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - NPX_CSC,80,1,117.400357835059,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - NPX_1385,80,1,-4.47662980633683,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - PJM_NEPTUNE,80,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - PJM_VFT,81,1,112.063977933465,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
V3_2025_JUL15_EVENING,SCH - PJM_HTP,81,1,234.800715670117,0,assumed_aggregate_NY_landing_split_not_observed_terminal_power,assumed_zero_Q_unobserved
