State,Facility Name,Facility ID,Unit ID,unit_id,Associated Stacks,Date,Hour,Operating Time,Gross Load (MW),Steam Load (1000 lb/hr),SO2 Mass (lbs),SO2 Mass Measure Indicator,SO2 Rate (lbs/mmBtu),SO2 Rate Measure Indicator,CO2 Mass (short tons),CO2 Mass Measure Indicator,CO2 Rate (short tons/mmBtu),CO2 Rate Measure Indicator,NOx Mass (lbs),NOx Mass Measure Indicator,NOx Rate (lbs/mmBtu),NOx Rate Measure Indicator,Heat Input (mmBtu),Heat Input Measure Indicator,Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code,source_row_number,source_record_sha256,source_record_base64
NY,Danskammer Generating Station,2480,1,1606,,2025-01-15,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",356,f7d20fc8d3bd9f3a9aceb3fa45001411d886fc923621b8a8bc1da0311f16b12e,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTAxLTE1IiwxOCwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-01-22,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",524,af5f198fa0507872effcfd232283bb7d7dee6398a852998d6cc3f8ba44212741,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTAxLTIyIiwxOCwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-04-15,12,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2510,0ccc91a3afa6629faaa7f5007017783a812f6c035e755d04224efebef7aea3f3,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA0LTE1IiwxMiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-04-20,12,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2630,0de6fa4efbaf2f9967de0fa94e5798a2c06e9b680a760f76cfe487e37bf762c9,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA0LTIwIiwxMiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-07-15,17,1,72,,0.5,Measured,0.001,Calculated,48.6,Measured,0.059,Calculated,63.1,Measured,0.077,Measured,820,Measured,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",4699,d96dfd98712331d9a67c5de3353d0f4c0437447974b92f7f2166c30e0735ed00,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTE1IiwxNywxLDcyLCwwLjUsIk1lYXN1cmVkIiwwLjAwMSwiQ2FsY3VsYXRlZCIsNDguNiwiTWVhc3VyZWQiLDAuMDU5LCJDYWxjdWxhdGVkIiw2My4xLCJNZWFzdXJlZCIsMC4wNzcsIk1lYXN1cmVkIiw4MjAsIk1lYXN1cmVkIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",4745,7c359d57744402c0dd7602c6d462a81862603eedb1a977f5c3b7296498ada98a,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTE3IiwxNSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-07-25,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",4925,d5abfe3a70253899304c4c6d3279b1448041903a868716dc5968f3eb39c960f2,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTI1IiwzLDAsLCwsLCwsLCwsLCwsLCwsLCJQaXBlbGluZSBOYXR1cmFsIEdhcyIsLCJUYW5nZW50aWFsbHktZmlyZWQiLCwsLCwiQVJQLCBDU05PWCwgQ1NPU0cyRSwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,1,1606,,2025-07-27,16,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",4986,e20af27dd26bc94f83c51e0e79191f65a1309e553af6d1e92c5efbb9566ffa83,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTI3IiwxNiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-07-29,16,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",5034,b492d3caa378ffe0f179e7e73b35f06d36da676f0d6c06e2164f57f9cc869a98,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTI5IiwxNiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,1,1606,,2025-07-29,17,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",5035,2037b4ad4b7d84b563e712a9fa8a4d96a9c69f1169e35c4362635089a8f59890,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjEiLDE2MDYsLCIyMDI1LTA3LTI5IiwxNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-01-15,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",9116,bf04d68f0a4dc83fcd2af5fde4986f05518bcb6f199d509d7b84ad055dcf488c,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTAxLTE1IiwxOCwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-01-22,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",9284,90476c4ce117d1f0e429bdcbf8186db6b1f0dc3e1c6decd59fcfb8ecf4577e69,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTAxLTIyIiwxOCwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-04-15,12,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",11270,8e908f57e760b2688717bf91e8cf23a0b99d6e874052a6339fcbdc182ca329b1,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTA0LTE1IiwxMiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-04-20,12,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",11390,0b1792b6cc5182d4e1049b3db9e281590cc0a898919e8f40c35bae92287bebdd,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTA0LTIwIiwxMiwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-07-15,17,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",13459,b44e60b5986512083ba8f5e072d0520f010991bed5a98ca1767e7da86412d7c3,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTA3LTE1IiwxNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,2,1607,,2025-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",13505,ffdd4e8d2796f6870901df45526c4b4cf0c5be5e3838f2e5c57daefaa0a1c3d2,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLDE2MDcsLCIyMDI1LTA3LTE3IiwxNSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMkUsIENTU08yRzEsIFJHR0kiCg==
