scenario_id,bus_id,bus_name,compact_zone,raw_source_pg_mw,solved_pg_mw,pg_departure_mw,initial_vm_pu,solved_vm_pu,vm_departure_pu
S2_2019_WINTER_PEAK_PUBLIC,37,NEW SEATHED ,F,74.6965222972,75.4404155203,0.743893223044,1.02100313,1.09645848994,0.0754553599354
S2_2019_WINTER_PEAK_PUBLIC,38,GILBOA      ,F,124.494203829,125.729413398,1.23520956971,1.0319714,1.09999999472,0.068028594721
S2_2019_WINTER_PEAK_PUBLIC,39,LEEDS       ,G,75.9933309674,76.5584959445,0.565164977095,0.999498185,1.09622262185,0.0967244368506
S2_2019_WINTER_PEAK_PUBLIC,40,NEW SEATHED ,F,0,0,0,1.0474538,1.08008381042,0.0326300104249
S2_2019_WINTER_PEAK_PUBLIC,41,ROTTERDAM   ,F,74.6965222972,75.452715368,0.756193070765,1.06962395,1.07837414551,0.00875019550652
S2_2019_WINTER_PEAK_PUBLIC,42,ALBANY      ,F,265.920614087,268.602818893,2.68220480661,1.1,1.08896160396,-0.0110383960415
S2_2019_WINTER_PEAK_PUBLIC,43,EDIC        ,E,143.088118595,144.424855521,1.33673692638,1.0573451,1.09080789422,0.0334627942167
S2_2019_WINTER_PEAK_PUBLIC,44,PORTER      ,E,71.5440592975,72.2129466439,0.668887346424,1.06365915,1.08089995019,0.0172408001859
S2_2019_WINTER_PEAK_PUBLIC,45,PORTER      ,E,0,0,0,1.0620279,1.06632012025,0.0042922202542
S2_2019_WINTER_PEAK_PUBLIC,46,COLTON      ,D,0,0,0,1.09322039,1.07380585578,-0.0194145342165
S2_2019_WINTER_PEAK_PUBLIC,47,MOSES W     ,D,562.477594034,567.542070981,5.06447694735,1.09999999,1.09999999422,4.21895407499e-09
S2_2019_WINTER_PEAK_PUBLIC,48,MOSES E     ,D,23.8463175041,24.0642675279,0.217950023781,1.1,1.09999999885,-1.15262466238e-09
S2_2019_WINTER_PEAK_PUBLIC,49,PLATTSBURGH ,D,0,0,0,1.00362111,1.07994072558,0.076319615579
S2_2019_WINTER_PEAK_PUBLIC,50,CLAY        ,C,799.500784746,825.130186635,25.6294018887,1.1,1.09999999866,-1.34482580627e-09
S2_2019_WINTER_PEAK_PUBLIC,51,CLAY        ,C,211.858802659,218.63634796,6.77754530009,1.08300607,1.08298060473,-2.5465270989e-05
S2_2019_WINTER_PEAK_PUBLIC,52,ROCHESTER   ,B,0,0,0,1.08574763,1.09356454532,0.00781691532168
S2_2019_WINTER_PEAK_PUBLIC,53,ROCHESTER   ,B,237.817423954,239.785328974,1.96790502016,1.09999998,1.07989115518,-0.0201088248199
S2_2019_WINTER_PEAK_PUBLIC,54,NIAGARA W   ,A,380.122512854,388.214472692,8.09195983757,1.05172033,1.08817746025,0.0364571302532
S2_2019_WINTER_PEAK_PUBLIC,55,NIAGARA E   ,A,190.061256427,194.081714671,4.02045824359,1.08981247,1.09468721825,0.00487474825102
S2_2019_WINTER_PEAK_PUBLIC,56,HUNTLEY     ,A,477.188977464,487.096026344,9.90704887997,1.1,1.09999999787,-2.13285056283e-09
S2_2019_WINTER_PEAK_PUBLIC,57,HUNTLEY     ,A,13.7989408057,14.0901162822,0.29117547652,1.0934149,1.09464454844,0.00122964843581
S2_2019_WINTER_PEAK_PUBLIC,58,GARDENVILLE ,A,0,0,0,1.06484475,1.0935814963,0.0287367463017
S2_2019_WINTER_PEAK_PUBLIC,59,GARDENVILLE ,A,0,0,0,1.05436325,1.08967713862,0.0353138886235
S2_2019_WINTER_PEAK_PUBLIC,60,DUNKIRK     ,A,57.382064369,58.5769872088,1.19492283986,1.09860245,1.09999997158,0.0013975215772
S2_2019_WINTER_PEAK_PUBLIC,61,DUNKIRK     ,A,127.49264583,130.124545691,2.63189986093,1.05145966,1.09999993525,0.0485402752522
S2_2019_WINTER_PEAK_PUBLIC,62,STOLLE RD   ,A,0,0,0,1.06290223,1.09372741002,0.0308251800155
S2_2019_WINTER_PEAK_PUBLIC,63,MEYER       ,C,0,0,0,1.05838751,1.08758919591,0.029201685909
S2_2019_WINTER_PEAK_PUBLIC,64,MEYER       ,C,0,0,0,1.05841767,1.08260447633,0.0241868063306
S2_2019_WINTER_PEAK_PUBLIC,65,GESONIDGE   ,C,5.41211343012,5.58803307196,0.175919641839,1.07077891,1.07297259122,0.0021936812216
S2_2019_WINTER_PEAK_PUBLIC,66,WATERCURE   ,C,0,0,0,1.07348882,1.09999999706,0.0265111770637
S2_2019_WINTER_PEAK_PUBLIC,67,WRHL        ,C,0,0,0,1.06437504,1.09493331913,0.0305582791312
S2_2019_WINTER_PEAK_PUBLIC,68,HILLSIDE    ,C,196.071632415,202.22815808,6.15652566488,1.1,1.08408675433,-0.0159132456725
S2_2019_WINTER_PEAK_PUBLIC,69,BINGHAMTON  ,C,0,0,0,1.07231486,1.09999999609,0.0276851360883
S2_2019_WINTER_PEAK_PUBLIC,70,BINGHAMTON  ,C,0,0,0,1.08706745,1.09184677478,0.0047793247838
S2_2019_WINTER_PEAK_PUBLIC,71,BINGHAMTON  ,C,465.615503114,480.357042361,14.7415392468,1.1,1.08647349517,-0.0135265048271
S2_2019_WINTER_PEAK_PUBLIC,72,LAPEER      ,C,138.061366916,142.431928259,4.37056134317,1.08884679,1.0871729748,-0.00167381520061
S2_2019_WINTER_PEAK_PUBLIC,73,PLEASANT VLY,G,113.989996451,114.852404317,0.862407865939,0.977954429,1.0966584826,0.118704053603
S2_2019_WINTER_PEAK_PUBLIC,74,MILLWOOD    ,H,747.356650362,740.924425115,-6.43222524699,0.974926849,1.09999999871,0.125073149708
S2_2019_WINTER_PEAK_PUBLIC,75,RAMAPO      ,G,0,0,0,0.968782604,1.0993533989,0.130570794896
S2_2019_WINTER_PEAK_PUBLIC,76,RAMAPO      ,G,88.6588861286,89.3345931787,0.675707050096,0.972794501,1.09929480793,0.126500306929
S2_2019_WINTER_PEAK_PUBLIC,77,BUCHANAN    ,H,0,0,0,0.977818902,1.09999634353,0.122177441532
S2_2019_WINTER_PEAK_PUBLIC,78,CE UG       ,I,0,2.13156963354,2.13156963354,0.974721326,1.09830135928,0.123580033285
S2_2019_WINTER_PEAK_PUBLIC,79,RAV A-3     ,J,622.67977963,640.290216857,17.6104372267,0.980677999,1.09734555652,0.116667557517
S2_2019_WINTER_PEAK_PUBLIC,80,NORTHPORT   ,K,579.201643587,587.855430086,8.65378649948,0.952721175,1.09579733982,0.143076164822
S2_2019_WINTER_PEAK_PUBLIC,81,GOETHALS    ,J,315.289151987,324.17814818,8.88899619243,0.950759831,1.09439895589,0.143639124886
S2_2019_WINTER_PEAK_PUBLIC,82,AK-3        ,J,532.35661637,547.437153698,15.0805373286,0.997173511,1.09699031039,0.0998167993902
S2_2019_WINTER_PEAK_PUBLIC,9001,KNICKERBOCKER,G,0,0,0,0.977954429,1.09549622208,0.117541793077
S2_2019_WINTER_PEAK_PUBLIC,9002,WOOD STREET,G,0,0,0,0.974926849,1.09935323123,0.124426382233
S2_2019_WINTER_PEAK_PUBLIC,9003,EAST GARDEN CITY,K,194.697335057,197.59138932,2.89405426317,0.952721175,1.09785358667,0.145132411672
S2_2019_WINTER_PEAK_PUBLIC,858,E. FISHKILL,G,0,0,0,0.978437887066,1.09824458161,0.119806694542
S2_2019_WINTER_PEAK_PUBLIC,774,LADENTOWN,G,0,0,0,0.973421351906,1.09974405171,0.1263226998
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,37,NEW SEATHED ,F,17.5553650835,17.5553650833,-2.10185646665e-10,1.02100313,1.01081186906,-0.0101912609416
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,38,GILBOA      ,F,29.2589418058,29.2589418054,-3.81387366133e-10,1.0319714,1.01713761548,-0.0148337845195
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,39,LEEDS       ,G,73.2651784943,73.2651784938,-4.89137619297e-10,0.999498185,1.00829877823,0.00880059323318
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,40,NEW SEATHED ,F,0,0,0,1.0474538,1.00501093137,-0.0424428686303
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,41,ROTTERDAM   ,F,17.5553650835,17.5553650833,-2.13169926155e-10,1.06962395,1.0085102386,-0.061113711405
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,42,ALBANY      ,F,62.4973334762,62.4973334753,-8.46931413889e-10,1.1,1.01584505708,-0.0841549429174
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,43,EDIC        ,E,67.1441194139,67.1441194128,-1.1613821016e-09,1.0573451,0.99953886526,-0.0578062347402
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,44,PORTER      ,E,33.572059707,33.5720597064,-5.55409940262e-10,1.06365915,0.99668656424,-0.0669725857595
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,45,PORTER      ,E,0,0,0,1.0620279,0.990851807306,-0.071176092694
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,46,COLTON      ,D,0,0,0,1.09322039,0.986359450753,-0.106860939247
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,47,MOSES W     ,D,349.629812876,349.629812874,-1.83268866749e-09,1.09999999,0.996575052168,-0.103424937832
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,48,MOSES E     ,D,14.8226055849,14.8226055849,-7.04094560433e-11,1.1,0.97858166788,-0.12141833212
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,49,PLATTSBURGH ,D,0,0,0,1.00362111,0.971634853663,-0.0319862563371
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,50,CLAY        ,C,417.632601543,417.632601537,-6.34446450931e-09,1.1,0.991642518049,-0.108357481951
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,51,CLAY        ,C,110.667987577,110.667987576,-1.66748748143e-09,1.08300607,0.952917374231,-0.130088695769
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,52,ROCHESTER   ,B,0,0,0,1.08574763,0.948434461539,-0.137313168461
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,53,ROCHESTER   ,B,212.767959405,212.767959403,-1.80247639037e-09,1.09999998,0.916883971076,-0.183116008924
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,54,NIAGARA W   ,A,177.865999202,177.8659992,-1.59175783665e-09,1.05172033,0.916118356146,-0.135601973854
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,55,NIAGARA E   ,A,88.9329996009,88.9329996001,-7.93235699348e-10,1.08981247,0.930143237734,-0.159669232266
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,56,HUNTLEY     ,A,223.285102604,223.285102602,-2.02911110136e-09,1.1,0.985187176437,-0.114812823563
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,57,HUNTLEY     ,A,6.45676673003,6.45676672997,-5.30180344072e-11,1.0934149,1.07373785613,-0.0196770438672
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,58,GARDENVILLE ,A,0,0,0,1.06484475,0.994486003532,-0.0703587464678
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,59,GARDENVILLE ,A,0,0,0,1.05436325,0.99490188871,-0.0594613612904
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,60,DUNKIRK     ,A,26.8500756207,26.8500756204,-2.39520403511e-10,1.09860245,1.0328982702,-0.0657041797992
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,61,DUNKIRK     ,A,59.6560479179,59.6560479174,-5.38342703749e-10,1.05145966,1.02055012321,-0.0309095367892
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,62,STOLLE RD   ,A,0,0,0,1.06290223,0.984332794597,-0.0785694354033
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,63,MEYER       ,C,0,0,0,1.05838751,1.01085760299,-0.0475299070134
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,64,MEYER       ,C,0,0,0,1.05841767,1.03063626765,-0.027781402351
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,65,GESONIDGE   ,C,2.82710793384,2.82710793381,-2.43529640898e-11,1.07077891,1.08517266925,0.0143937592462
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,66,WATERCURE   ,C,0,0,0,1.07348882,1.01682826451,-0.0566605554924
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,67,WRHL        ,C,0,0,0,1.06437504,1.00327245561,-0.0611025843897
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,68,HILLSIDE    ,C,102.421295259,102.421295257,-1.56506985149e-09,1.1,0.95402080701,-0.14597919299
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,69,BINGHAMTON  ,C,0,0,0,1.07231486,1.02816319012,-0.0441516698764
