scenario_id,model_gen_row,generator_key,model_bus,zone,online,pmin_mw,pmax_mw,within_zone_capacity_share,raw_prior_mw,bounded_prior_mw,clipped_prior_mw,sigma_before_floor_mw,sigma_mw,observed_generator_dispatch,solved_pg_mw,deviation_from_bounded_prior_mw,deviation_from_raw_source_assignment_mw,electrical_baseline_qualified
S6_2019_LOW_TOTAL_EAST_PUBLIC,1,NPCC_S7:GEN_ROW:10:BUS:42,42,F,1,0,568.003995,0.261993979858879,181.17861523747,181.17861523747,0,53.0948672101431,53.0948672101431,0,208.342457709252,27.1638424717819,27.1638424717819,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,2,NPCC_S7:GEN_ROW:11:BUS:47,47,D,1,0,944.920662,0.959329106258799,292.249197152954,292.249197152954,0,48.9726736624313,48.9726736624313,0,313.787766989693,21.538569836739,21.538569836739,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,3,NPCC_S7:GEN_ROW:12:BUS:48,48,D,1,0,40.0600457,0.0406708937412013,12.3899462299361,12.3899462299361,0,10.0835129966199,10.0835129966199,0,13.3091513627065,0.919205132770358,0.919205132770358,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,4,NPCC_S7:GEN_ROW:13:BUS:50,50,C,1,0,1105.24857748821,0.440127659082592,451.409108082781,451.409108082781,0,102.063920302356,102.063920302356,0,549.718319340715,98.3092112579339,98.3092112579339,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,5,NPCC_S7:GEN_ROW:14:BUS:51,51,C,1,0,292.878562141814,0.116628927262589,119.61838558839,119.61838558839,0,52.5395144940928,52.5395144940928,0,145.661992432014,26.0436068436236,26.0436068436236,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,6,NPCC_S7:GEN_ROW:15:BUS:53,53,B,1,0,288.8,1,207.7083915752,207.7083915752,0,50,50,0,231.181984545106,23.4735929699061,23.4735929699061,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,7,NPCC_S7:GEN_ROW:16:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,92.0028653282833,92.0028653282833,0,35.3356367138565,35.3356367138565,0,103.522355332086,11.5194900038027,11.5194900038027,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,8,NPCC_S7:GEN_ROW:17:BUS:54,54,A,1,0,197.192650893643,0.152531444069959,92.0028653282833,92.0028653282833,0,35.3356367138565,35.3356367138565,0,103.522355332086,11.5194900038027,11.5194900038027,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,9,NPCC_S7:GEN_ROW:18:BUS:55,55,A,1,0,197.192650893643,0.152531444069959,92.0028653282833,92.0028653282833,0,35.3356367138565,35.3356367138565,0,103.498061539971,11.4951962116873,11.4951962116873,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,10,NPCC_S7:GEN_ROW:19:BUS:56,56,A,1,0,495.093851384339,0.382962446924767,230.9926497126,230.9926497126,0,55.9901105551427,55.9901105551427,0,259.774837324861,28.7821876122608,28.7821876122608,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,11,NPCC_S7:GEN_ROW:20:BUS:57,57,A,1,0,14.3166985641929,0.0110741789636393,6.67964695427462,6.67964695427462,0,9.52114105284876,9.52114105284876,0,7.51599719224197,0.836350237967348,0.836350237967348,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,12,NPCC_S7:GEN_ROW:21:BUS:60,60,A,1,0,59.5351288283759,0.0460513063338303,27.7769096113694,27.7769096113694,0,19.4157516168712,19.4157516168712,0,31.2448171885306,3.46790757716119,3.46790757716119,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,13,NPCC_S7:GEN_ROW:22:BUS:61,61,A,1,0,132.276368542162,0.102317735567885,61.715306660504,61.715306660504,0,28.9406772760808,28.9406772760808,0,69.3914811134741,7.67617445297008,7.67617445297008,1
S6_2019_LOW_TOTAL_EAST_PUBLIC,14,NPCC_S7:GEN_ROW:23:BUS:65,65,C,1,0,7.481832143219,0.0029793852115399,3.05575346884499,3.05575346884499,0,8.39742712488826,8.39742712488826,0,3.72530838782017,0.669554918975182,0.669554918975182,1
